Item,GUID,Type,Reference
mhsORAddress,0296c122-40da-11d1-a9c0-0000f80367c1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mhsORAddress
mHSServerMonitoringConfig,a8df74bd-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mHSServerMonitoringConfig
middleName,bf9679f2-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-middleName
minPwdAge,bf9679c2-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-minPwdAge
minPwdLength,bf9679c3-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-minPwdLength
minTicketAge,bf9679c4-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-minTicketAge
mobile,f0f8ffa3-1191-11d0-a060-00aa006c33ed,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mobile
modifiedCount,bf9679c5-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-modifiedCount
modifiedCountAtLastProm,bf9679c6-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-modifiedCountAtLastProm
modifyTimeStamp,9a7ad94a-ca53-11d1-bbd0-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-modifyTimeStamp
moniker,bf9679c7-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-moniker
monikerDisplayName,bf9679c8-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monikerDisplayName
monitorClock,a8df7423-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitorClock
monitoredConfigurations,bf9679c9-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoredConfigurations
monitoredServers,a8df7426-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoredServers
monitoredServices,bf9679ca-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoredServices
monitoringAlertDelay,a8df7427-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringAlertDelay
monitoringAlertUnits,a8df7428-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringAlertUnits
monitoringAvailabilityStyle,bf9679cb-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringAvailabilityStyle
monitoringAvailabilityWindow,bf9679cc-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringAvailabilityWindow
monitoringCachedViaMail,bf9679cd-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringCachedViaMail
monitoringCachedViaRPC,bf9679ce-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringCachedViaRPC
monitoringEscalationProcedure,a8df7429-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringEscalationProcedure
monitoringHotsitePollInterval,a8df742a-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringHotsitePollInterval
monitoringHotsitePollUnits,a8df742b-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringHotsitePollUnits
monitoringMailUpdateInterval,bf9679cf-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringMailUpdateInterval
monitoringMailUpdateUnits,bf9679d0-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringMailUpdateUnits
monitoringNormalPollInterval,a8df742c-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringNormalPollInterval
monitoringNormalPollUnits,a8df742d-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringNormalPollUnits
monitoringRecipients,a8df742e-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringRecipients
monitoringRecipientsNDR,a8df742f-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringRecipientsNDR
monitoringRPCUpdateInterval,bf9679d1-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringRPCUpdateInterval
monitoringRPCUpdateUnits,bf9679d2-0de6-11d0-a285-00aa003049e2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringRPCUpdateUnits
monitoringWarningDelay,a8df7430-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringWarningDelay
monitoringWarningUnits,a8df7431-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitoringWarningUnits
monitorServers,a8df7424-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitorServers
monitorServices,a8df7425-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-monitorServices
moveTreeState,1f2ac2c8-3b71-11d2-90cc-00c04fd91ab1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-moveTreeState
mS-DS-ConsistencyChildCount,178b7bc2-b63a-11d2-90e1-00c04fd91ab1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-DS-ConsistencyChildCount
mS-DS-ConsistencyGuid,23773dc2-b63a-11d2-90e1-00c04fd91ab1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-DS-ConsistencyGuid
mS-DS-CreatorSID,c5e60132-1480-11d3-91c1-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-DS-CreatorSID
ms-DS-MachineAccountQuota,d064fb68-1480-11d3-91c1-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-DS-MachineAccountQuota
mS-DS-ReplicatesNCReason,0ea12b84-08b3-11d3-91bc-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-DS-ReplicatesNCReason
ms-net-ieee-8023-GP-PolicyData,8398948b-7457-4d91-bd4d-8d7ed669c9f7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-8023-GP-PolicyData
ms-net-ieee-8023-GP-PolicyGUID,94a7b05a-b8b2-4f59-9c25-39e69baa1684,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-8023-GP-PolicyGUID
ms-net-ieee-8023-GP-PolicyReserved,d3c527c7-2606-4deb-8cfd-18426feec8ce,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-8023-GP-PolicyReserved
ms-net-ieee-8023-GroupPolicy,99a03a6a-ab19-4446-9350-0cb878ed2d9b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-8023-GroupPolicy
ms-net-ieee-80211-GP-PolicyData,9c1495a5-4d76-468e-991e-1433b0a67855,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-80211-GP-PolicyData
ms-net-ieee-80211-GP-PolicyGUID,35697062-1eaf-448b-ac1e-388e0be4fdee,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-80211-GP-PolicyGUID
ms-net-ieee-80211-GP-PolicyReserved,0f69c62e-088e-4ff5-a53a-e923cec07c0a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-80211-GP-PolicyReserved
ms-net-ieee-80211-GroupPolicy,1cb81863-b822-4379-9ea2-5ff7bdc6386d,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-ms-net-ieee-80211-GroupPolicy
mS-SQL-Alias,e0c6baae-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Alias
mS-SQL-AllowAnonymousSubscription,db77be4a-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-AllowAnonymousSubscription
mS-SQL-AllowImmediateUpdatingSubscription,c4186b6e-d34b-11d2-999a-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-AllowImmediateUpdatingSubscription
mS-SQL-AllowKnownPullSubscription,c3bb7054-d34b-11d2-999a-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-AllowKnownPullSubscription
mS-SQL-AllowQueuedUpdatingSubscription,c458ca80-d34b-11d2-999a-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-AllowQueuedUpdatingSubscription
mS-SQL-AllowSnapshotFilesFTPDownloading,c49b8be8-d34b-11d2-999a-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-AllowSnapshotFilesFTPDownloading
mS-SQL-AppleTalk,8fda89f4-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-AppleTalk
mS-SQL-Applications,fbcda2ea-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Applications
mS-SQL-Build,603e94c4-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Build
mS-SQL-CharacterSet,696177a6-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-CharacterSet
mS-SQL-Clustered,7778bd90-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Clustered
mS-SQL-ConnectionURL,a92d23da-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-ConnectionURL
mS-SQL-Contact,4f6cbdd8-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Contact
mS-SQL-CreationDate,ede14754-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-CreationDate
mS-SQL-Database,d5a0dbdc-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Database
mS-SQL-Description,8386603c-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Description
mS-SQL-GPSHeight,bcdd4f0e-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-GPSHeight
mS-SQL-GPSLatitude,b222ba0e-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-GPSLatitude
mS-SQL-GPSLongitude,b7577c94-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-GPSLongitude
mS-SQL-InformationDirectory,d0aedb2e-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-InformationDirectory
mS-SQL-InformationURL,a42cd510-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-InformationURL
mS-SQL-Keywords,01e9a98a-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Keywords
mS-SQL-Language,c57f72f4-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Language
mS-SQL-LastBackupDate,f2b6abca-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-LastBackupDate
mS-SQL-LastDiagnosticDate,f6d6dd88-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-LastDiagnosticDate
mS-SQL-LastUpdatedDate,9fcc43d4-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-LastUpdatedDate
mS-SQL-Location,561c9644-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Location
mS-SQL-Memory,5b5d448c-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Memory
mS-SQL-MultiProtocol,8157fa38-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-MultiProtocol
mS-SQL-Name,3532dfd8-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Name
mS-SQL-NamedPipe,7b91c840-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-NamedPipe
mS-SQL-OLAPCube,09f0506a-cd28-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-OLAPCube
mS-SQL-OLAPDatabase,20af031a-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-OLAPDatabase
mS-SQL-OLAPServer,0c7e18ea-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-OLAPServer
mS-SQL-PublicationURL,ae0c11b8-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-PublicationURL
mS-SQL-Publisher,c1676858-d34b-11d2-999a-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Publisher
mS-SQL-RegisteredOwner,48fd44ea-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-RegisteredOwner
mS-SQL-ServiceAccount,64933a3e-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-ServiceAccount
mS-SQL-Size,e9098084-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Size
mS-SQL-SortOrder,6ddc42c0-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-SortOrder
mS-SQL-SPX,86b08004-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-SPX
mS-SQL-SQLDatabase,1d08694a-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-SQLDatabase
mS-SQL-SQLPublication,17c2f64e-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-SQLPublication
mS-SQL-SQLRepository,11d43c5c-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-SQLRepository
mS-SQL-SQLServer,05f6c878-ccef-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-SQLServer
mS-SQL-Status,9a7d4770-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Status
mS-SQL-TCPIP,8ac263a6-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-TCPIP
mS-SQL-ThirdParty,c4e311fc-d34b-11d2-999a-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-ThirdParty
mS-SQL-Type,ca48eba8-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Type
mS-SQL-UnicodeSortOrder,72dc918a-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-UnicodeSortOrder
mS-SQL-Version,c07cc1d0-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Version
mS-SQL-Vines,94c56394-ccee-11d2-9993-0000f87a57d4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mS-SQL-Vines
msAuthz-CentralAccessPolicies,555c21c3-a136-455a-9397-796bbd358e25,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-CentralAccessPolicies
msAuthz-CentralAccessPolicy,a5679cb0-6f9d-432c-8b75-1e3e834f02aa,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-CentralAccessPolicy
msAuthz-CentralAccessPolicyID,62f29b60-be74-4630-9456-2f6691993a86,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-CentralAccessPolicyID
msAuthz-CentralAccessRule,5b4a06dc-251c-4edb-8813-0bdd71327226,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-CentralAccessRule
msAuthz-CentralAccessRules,99bb1b7a-606d-4f8b-800e-e15be554ca8d,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-CentralAccessRules
msAuthz-EffectiveSecurityPolicy,07831919-8f94-4fb6-8a42-91545dccdad3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-EffectiveSecurityPolicy
msAuthz-LastEffectiveSecurityPolicy,8e1685c6-3e2f-48a2-a58d-5af0ea789fa0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-LastEffectiveSecurityPolicy
msAuthz-MemberRulesInCentralAccessPolicy,57f22f7a-377e-42c3-9872-cec6f21d2e3e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-MemberRulesInCentralAccessPolicy
msAuthz-MemberRulesInCentralAccessPolicyBL,516e67cf-fedd-4494-bb3a-bc506a948891,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-MemberRulesInCentralAccessPolicyBL
msAuthz-ProposedSecurityPolicy,b946bece-09b5-4b6a-b25a-4b63a330e80e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-ProposedSecurityPolicy
msAuthz-ResourceCondition,80997877-f874-4c68-864d-6e508a83bdbd,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msAuthz-ResourceCondition
msCOM-DefaultPartitionLink,998b10f7-aa1a-4364-b867-753d197fe670,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-DefaultPartitionLink
msCOM-ObjectId,430f678b-889f-41f2-9843-203b5a65572f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-ObjectId
msCOM-Partition,c9010e74-4e58-49f7-8a89-5e3e2340fcf8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-Partition
msCOM-PartitionLink,09abac62-043f-4702-ac2b-6ca15eee5754,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-PartitionLink
msCOM-PartitionSet,250464ab-c417-497a-975a-9e0d459a7ca1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-PartitionSet
msCOM-PartitionSetLink,67f121dc-7d02-4c7d-82f5-9ad4c950ac34,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-PartitionSetLink
msCOM-UserLink,9e6f3a4d-242c-4f37-b068-36b57f9fc852,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-UserLink
msCOM-UserPartitionSetLink,8e940c8a-e477-4367-b08d-ff2ff942dcd7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msCOM-UserPartitionSetLink
mscopeId,963d2751-48be-11d1-a9c3-0000f80367c1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-mscopeId
msDFS-Commentv2,b786cec9-61fd-4523-b2c1-5ceb3860bb32,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-Commentv2
msDFS-DeletedLinkv2,25173408-04ca-40e8-865e-3f9ce9bf1bd3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-DeletedLinkv2
msDFS-GenerationGUIDv2,35b8b3d9-c58f-43d6-930e-5040f2f1a781,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-GenerationGUIDv2
msDFS-LastModifiedv2,3c095e8a-314e-465b-83f5-ab8277bcf29b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-LastModifiedv2
msDFS-LinkIdentityGUIDv2,edb027f3-5726-4dee-8d4e-dbf07e1ad1f1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-LinkIdentityGUIDv2
msDFS-LinkPathv2,86b021f6-10ab-40a2-a252-1dc0cc3be6a9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-LinkPathv2
msDFS-LinkSecurityDescriptorv2,57cf87f7-3426-4841-b322-02b3b6e9eba8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-LinkSecurityDescriptorv2
msDFS-Linkv2,7769fb7a-1159-4e96-9ccd-68bc487073eb,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-Linkv2
msDFS-NamespaceAnchor,da73a085-6e64-4d61-b064-015d04164795,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-NamespaceAnchor
msDFS-NamespaceIdentityGUIDv2,200432ce-ec5f-4931-a525-d7f4afe34e68,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-NamespaceIdentityGUIDv2
msDFS-Namespacev2,21cb8628-f3c3-4bbf-bff6-060b2d8f299a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-Namespacev2
msDFS-Propertiesv2,0c3e5bc5-eb0e-40f5-9b53-334e958dffdb,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-Propertiesv2
msDFS-SchemaMajorVersion,ec6d7855-704a-4f61-9aa6-c49a7c1d54c7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-SchemaMajorVersion
msDFS-SchemaMinorVersion,fef9a725-e8f1-43ab-bd86-6a0115ce9e38,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-SchemaMinorVersion
msDFS-ShortNameLinkPathv2,2d7826f0-4cf7-42e9-a039-1110e0d9ca99,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-ShortNameLinkPathv2
msDFS-TargetListv2,6ab126c6-fa41-4b36-809e-7ca91610d48f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-TargetListv2
msDFS-Ttlv2,ea944d31-864a-4349-ada5-062e2c614f5e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFS-Ttlv2
msDFSR-CachePolicy,db7a08e7-fc76-4569-a45f-f5ecb66a88b5,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-CachePolicy
msDFSR-CommonStagingPath,936eac41-d257-4bb9-bd55-f310a3cf09ad,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-CommonStagingPath
msDFSR-CommonStagingSizeInMb,135eb00e-4846-458b-8ea2-a37559afd405,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-CommonStagingSizeInMb
msDFSR-ComputerReference,6c7b5785-3d21-41bf-8a8a-627941544d5a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-ComputerReference
msDFSR-ComputerReferenceBL,5eb526d7-d71b-44ae-8cc6-95460052e6ac,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-ComputerReferenceBL
msDFSR-ConflictPath,5cf0bcc8-60f7-4bff-bda6-aea0344eb151,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-ConflictPath
msDFSR-ConflictSizeInMb,9ad33fc9-aacf-4299-bb3e-d1fc6ea88e49,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-ConflictSizeInMb
msDFSR-Connection,e58f972e-64b5-46ef-8d8b-bbc3e1897eab,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-Connection
msDFSR-Content,64759b35-d3a1-42e4-b5f1-a3de162109b3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-Content
msDFSR-ContentSet,4937f40d-a6dc-4d48-97ca-06e5fbfd3f16,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-ContentSet
msDFSR-ContentSetGuid,1035a8e1-67a8-4c21-b7bb-031cdf99d7a0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-ContentSetGuid
msDFSR-DefaultCompressionExclusionFilter,87811bd5-cd8b-45cb-9f5d-980f3a9e0c97,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-DefaultCompressionExclusionFilter
msDFSR-DeletedPath,817cf0b8-db95-4914-b833-5a079ef65764,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-DeletedPath
msDFSR-DeletedSizeInMb,53ed9ad1-9975-41f4-83f5-0c061a12553a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msDFSR-DeletedSizeInMb
