Item,GUID,Type,Reference
msExchGroupDepartRestriction,b20aae98-7fc2-42ac-b871-ab26a86f8ba0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGroupDepartRestriction
msExchGroupJoinRestriction,b90223eb-dee6-40cd-ba67-b236fabdfda3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGroupJoinRestriction
msExchGroupWiseConnector,91eaaac4-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGroupWiseConnector
msExchGWiseAPIGateway,c7e96933-bd80-44a2-a535-ec744ea5f54f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGWiseAPIGateway
msExchGWiseAPIGatewayPath,3b9d8dea-2d93-11d3-aa6b-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGWiseAPIGatewayPath
msExchGWiseFilterType,3b9d8dee-2d93-11d3-aa6b-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGWiseFilterType
msExchGWiseForeignDomain,3b9d8df3-2d93-11d3-aa6b-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGWiseForeignDomain
msExchGWisePassword,3b9d8df9-2d93-11d3-aa6b-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGWisePassword
msExchGWiseUserId,3b9d8e00-2d93-11d3-aa6b-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchGWiseUserId
msExchHABChildDepartmentsBL,3653a12c-f48d-46e5-83b4-0eaf6ae1ef67,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHABChildDepartmentsBL
msExchHABChildDepartmentsLink,1d1695e5-6292-462b-a3f4-676133e791e6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHABChildDepartmentsLink
msExchHABRootDepartmentBL,0f95828c-2abd-4087-b026-8f7cc5e752a4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHABRootDepartmentBL
msExchHABRootDepartmentLink,3ab0f77f-a103-47f5-806d-4a40cce638aa,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHABRootDepartmentLink
msExchHABShowInDepartments,a074aa51-ecc7-438a-98f8-eb257cbf4b59,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHABShowInDepartments
msExchHABShowInDepartmentsBL,95e2470c-8ea8-47b1-9545-b123ffc051b2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHABShowInDepartmentsBL
msExchHasLocalCopy,03c165c8-9bd9-4934-8ae6-06baa7898d02,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHasLocalCopy
msExchHideFromAddressLists,a21c0b96-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHideFromAddressLists
msExchHomePublicMDB,a23fcedc-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHomePublicMDB
msExchHomeRoutingGroup,f649deed-1c26-4ed4-b639-f333a4850bc2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHomeRoutingGroup
msExchHomeRoutingGroupDNBL,a2612fc8-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHomeRoutingGroupDNBL
msExchHomeServerName,a284f30e-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHomeServerName
msExchHomeSyncService,a2a3f1a0-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHomeSyncService
msExchHostServerBL,7b9ae869-58b5-4c1d-afcc-277d273131f9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHostServerBL
msExchHostServerLink,581d0851-f7e8-4545-8d72-0f7a0eba550e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHostServerLink
msExchHostServerName,6eea9a6f-0fd5-4d5f-8b6e-a3b905de4938,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHostServerName
msExchHouseIdentifier,a8df7407-c5ea-11d1-bbcb-0080c76670c0,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHouseIdentifier
msExchHttpProtocolLogAgeQuotaInHours,b42a8375-e9b4-45b7-b850-922f29dca497,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHttpProtocolLogAgeQuotaInHours
msExchHTTPProtocolLogDirectorySizeQuota,5cbc46a4-d065-4eb5-ada6-040dfb1084b3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHTTPProtocolLogDirectorySizeQuota
msExchHTTPProtocolLogFilePath,8df30033-f795-4b68-977e-acf575026723,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHTTPProtocolLogFilePath
msExchHTTPProtocolLogLoggingLevel,c3a4e931-d0e6-4bd3-b181-376fd27a5ac7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHTTPProtocolLogLoggingLevel
msExchHTTPProtocolLogPerFileSizeQuota,6e45e870-afac-4b33-af1b-4dd2ffa2f8fe,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchHTTPProtocolLogPerFileSizeQuota
msExchIFSPrivateEnabled,a2e915d2-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIFSPrivateEnabled
msExchIFSPrivateName,a30a76be-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIFSPrivateName
msExchIFSPublicEnabled,a32bd7aa-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIFSPublicEnabled
msExchIFSPublicName,a34d3896-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIFSPublicName
msExchIMACL,06551010-2845-11d3-aa68-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMACL
msExchIMAddress,cbbd3752-b8d8-47dc-92ee-ab488c1af969,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMAddress
msExchIMAP4Settings,16a788e9-bfff-4b25-a790-cc2775aa6221,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMAP4Settings
msExchIMAPOWAURLPrefixOverride,5e26dd2a-9b0a-4219-8183-20ad44f5cbdf,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMAPOWAURLPrefixOverride
msExchIMAPThrottlingPolicyState,ad6ac527-8305-4d09-87e7-018a9121f5d9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMAPThrottlingPolicyState
msExchIMDBLogPath,a4394164-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMDBLogPath
msExchIMDBPath,a45aa250-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMDBPath
msExchIMFirewall,9f116ebe-284e-11d3-aa68-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMFirewall
msExchIMFirewallType,06550ffc-2845-11d3-aa68-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMFirewallType
msExchIMGlobalSettingsContainer,9f116eb8-284e-11d3-aa68-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMGlobalSettingsContainer
msExchIMHostName,807b6084-439b-11d3-aa72-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMHostName
msExchIMIPRange,0655100b-2845-11d3-aa68-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMIPRange
msExchIMMetaPhysicalURL,8e7a93a3-5a7c-11d3-aa78-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMMetaPhysicalURL
msExchImmutableId,dc95eaf8-e057-4e84-9d76-da19bedab45b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchImmutableId
msExchIMPhysicalURL,8e7a93a8-5a7c-11d3-aa78-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMPhysicalURL
msExchImportContainerLinked,9ff15c4c-1ec9-11d3-aa5e-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchImportContainerLinked
msExchIMProxy,06551002-2845-11d3-aa68-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMProxy
msExchIMRecipient,028502f4-a981-11d2-a9ff-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMRecipient
msExchIMServerHostsUsers,8d6b1af6-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMServerHostsUsers
msExchIMServerIISId,8d3444e0-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMServerIISId
msExchIMServerName,8d4e7ebe-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMServerName
msExchIMVirtualServer,41e8fd82-8f37-4e56-a44a-33a3e6b7526c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIMVirtualServer
msExchIncludedMailboxDatabases,a3ede72c-f37c-44dc-afec-b83158e51342,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIncludedMailboxDatabases
msExchIncomingConnectionTimeout,a64cedca-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIncomingConnectionTimeout
msExchInconsistentState,1d80475f-e7b4-4005-af4d-82bcbf407c3c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInconsistentState
msExchIndustry,027dba48-100b-4e9d-8819-85fc685a4179,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIndustry
msExchInformationStore,031b371a-a981-11d2-a9ff-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInformationStore
msExchInstalledComponents,99f5865d-12e8-11d3-aa58-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInstalledComponents
msExchInstallPath,8a23df36-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInstallPath
msExchIntendedMailboxPlanBL,495d9d0a-8913-4be3-a71b-44e60f2b3705,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIntendedMailboxPlanBL
msExchIntendedMailboxPlanLink,118bc9c7-5fc2-4e8d-9f81-dd28542784f3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIntendedMailboxPlanLink
msExchIntendedServicePlan,d39ee7c3-430f-4329-b705-ac24a5085f18,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIntendedServicePlan
msExchInternalAuthenticationMethods,a86c1d2a-2ef8-4096-9d89-d3de2b297f02,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInternalAuthenticationMethods
msExchInternalHostName,50b874ea-d760-47aa-a89a-0e7d276f9926,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInternalHostName
msExchInternalNLBBypassHostName,7a063128-5aeb-42a5-8c90-a46b333915de,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInternalNLBBypassHostName
msExchInternalSMTPServers,310db99f-6369-4010-9818-eafcb2070181,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInternalSMTPServers
msExchInternetName,a670b110-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInternetName
msExchInternetWebProxy,dd1d8245-ffde-47b1-98cd-fcf86a136b20,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInternetWebProxy
msExchInterOrgAddressType,3836c80b-8cee-4413-9e65-e937c1aed10f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInterOrgAddressType
msExchInterruptUserOnAuditFailure,5b4151fc-81ef-4410-96b7-63e246199b47,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchInterruptUserOnAuditFailure
msExchIPAddress,8b46be1a-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIPAddress
msExchIpConfContainer,99f5866d-12e8-11d3-aa58-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIpConfContainer
msExchIPSecurity,a68fafa2-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIPSecurity
msExchIRMLogMaxAge,58587077-bfd5-4403-a0c9-f805de76317b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIRMLogMaxAge
msExchIRMLogMaxDirectorySize,f3fd7d90-09a8-4daf-afe7-01d3d64eafde,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIRMLogMaxDirectorySize
msExchIRMLogMaxFileSize,38ad4684-4c10-42ef-a68d-cf944b4f5097,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIRMLogMaxFileSize
msExchIRMLogPath,bb77fd45-1d98-4f0d-a7ac-c48167c066b4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIRMLogPath
msExchIsBridgeheadSite,a6b1108e-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIsBridgeheadSite
msExchIsConfigCA,910f526c-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIsConfigCA
msExchIsMSODirsynced,994d56c6-a33d-470a-b768-3758c5877ec8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIsMSODirsynced
msExchIsMSODirsyncEnabled,27569b03-d1f2-4047-94f6-63bdecb2c44a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchIsMSODirsyncEnabled
msExchJournalingReconciliationMailboxes,c5f39ff1-1e07-49ea-86d8-2055a54d2cf1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingReconciliationMailboxes
msExchJournalingReconciliationPassword,c77280a5-fab2-47a2-8409-a7f4c118e0c6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingReconciliationPassword
msExchJournalingReconciliationRemoteAccount,22997db3-740c-46f3-a17a-7b999b4043b6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingReconciliationRemoteAccount
msExchJournalingReconciliationUrl,c76a1a8b-e9a7-499b-a459-ad853a2ee0c7,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingReconciliationUrl
msExchJournalingReconciliationUsername,42cd324f-3f8e-4c84-8284-2ff99ffa43ef,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingReconciliationUsername
msExchJournalingReportNDRTo,7b4fc83b-7b2a-4267-9aa2-b824dcf08fc3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingReportNDRTo
msExchJournalingRulesLink,b94635d2-1400-457d-849e-b480141b9f2b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchJournalingRulesLink
msExchKeyManagementServer,8ce334ec-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchKeyManagementServer
msExchLabeledURI,16775820-47f3-11d1-a9c3-0000f80367c1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLabeledURI
msExchLastAppliedRecipientFilter,b412b288-8c00-40bd-9b3a-3d6c19ed02e9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLastAppliedRecipientFilter
msExchLastExchangeChangedTime,1f11a591-5b48-4d76-93d3-6621c62825f3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLastExchangeChangedTime
msExchLastUpdateTime,d0020a05-a457-456f-9903-4a42b96cb53d,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLastUpdateTime
msExchLegacyAccount,974c99e1-33fc-11d3-aa6e-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLegacyAccount
msExchLegacyDomain,974c99ea-33fc-11d3-aa6e-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLegacyDomain
msExchLegacyPW,974c99f2-33fc-11d3-aa6e-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLegacyPW
msExchLegacyRedirectType,159e872e-0644-4b17-9317-c950015ffd08,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLegacyRedirectType
msExchLicenseToken,f8ba145a-51b5-48a8-a139-548c45e80df1,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLicenseToken
msExchListPublic,a6f634c0-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchListPublic
msExchLitigationHoldDate,c2a67603-16f8-48b7-a94a-751fe4a6afee,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLitigationHoldDate
msExchLitigationHoldOwner,90867967-2de1-4dd1-aada-80e925e72bcc,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLitigationHoldOwner
msExchLoadBalancingSettings,4f43304a-2e38-4415-bc89-08999f4d9edc,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLoadBalancingSettings
msExchLocalDomains,ab3a1ac7-1df5-11d3-aa5e-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLocalDomains
msExchLocales,a738f698-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLocales
msExchLocalName,a7153352-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLocalName
msExchLogonACL,7acf216d-1f42-48ec-b1bb-6ca281fe5b00,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLogonACL
msExchLogonMethod,8bcc41ca-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLogonMethod
msExchLogType,a75a5784-b093-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchLogType
msExchMailboxAuditEnable,04aba784-993b-4b62-add0-1d5c7a8a9b69,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxAuditEnable
msExchMailboxAuditLastAdminAccess,e4787107-231b-4462-a6d3-d9df8fa38b9a,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxAuditLastAdminAccess
msExchMailboxAuditLastDelegateAccess,5fcc17da-d5f1-4aea-8414-26f116bec5d6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxAuditLastDelegateAccess
msExchMailboxAuditLastExternalAccess,2071e804-24b3-4e8c-8701-c9aa90d917b2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxAuditLastExternalAccess
msExchMailboxAuditLogAgeLimit,c2e827a5-5c58-48c1-8138-fa34b64f05ad,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxAuditLogAgeLimit
msExchMailboxFolderSet,d72941ba-ffd0-4d8e-bb85-97713440c8a3,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxFolderSet
msExchMailboxFolderSet2,3042e38b-079f-4b29-a7c6-e17d64f76ce6,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxFolderSet2
msExchMailboxGuid,9333af48-b09e-11d2-aa06-00c04f8eedd8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxGuid
msExchMailboxManagerActivationSchedule,829122d7-25b1-4be6-a2e3-d8453c950938,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerActivationSchedule
msExchMailboxManagerActivationStyle,9ea95949-7d74-49cd-af09-3db0870e535e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerActivationStyle
msExchMailboxManagerAdminMode,9a6b371e-a3e7-4266-9b7b-2ce454336f90,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerAdminMode
msExchMailboxManagerAgeLimit,cd63db2c-8aa9-4a14-941b-1b59fdcaafbd,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerAgeLimit
msExchMailboxManagerCustomMessage,8681f0bc-24d6-4d58-bc16-62f73cd5bedb,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerCustomMessage
msExchMailboxManagerFolderSettings,a57cf645-4b12-4ee4-a6eb-fce022068ffd,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerFolderSettings
msExchMailboxManagerKeepMessageClasses,0044d40c-6a24-4b57-abce-f555cc724c8e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerKeepMessageClasses
msExchMailboxManagerMode,9bd7499b-282b-4eb6-a40e-7d044d896741,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerMode
msExchMailboxManagerPolicy,36f94fcc-ebbb-4a32-b721-1cae42b2dbab,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerPolicy
msExchMailboxManagerReportRecipient,445791fb-e6fc-48dd-aad5-32e32c9059d9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerReportRecipient
msExchMailboxManagerSendUserNotificationMail,d2888db3-2b0d-4d6a-831e-4efdfc036584,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerSendUserNotificationMail
msExchMailboxManagerSizeLimit,92d9302b-76bd-4156-95a1-f5b6a1463eb4,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerSizeLimit
msExchMailboxManagerSizeLimitEnabled,1563eae5-3ac1-4274-9e59-7d2fcc836f82,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerSizeLimitEnabled
msExchMailboxManagerUserMessageBody,9ec3ccac-09fa-4a22-869f-9144258d230d,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerUserMessageBody
msExchMailboxManagerUserMessageFooter,33795abb-57ba-43ec-9f7e-a4601c2e4d4f,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerUserMessageFooter
msExchMailboxManagerUserMessageHeader,fbcffefe-8916-4ce6-ac76-eab226fe5440,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxManagerUserMessageHeader
msExchMailboxMoveBatchName,3f39f7a4-a85e-4c8c-8c34-d96f61363b7c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveBatchName
msExchMailboxMoveFilePath,ffdeef93-4405-4069-97e4-056d46530d44,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveFilePath
msExchMailboxMoveFlags,2dbd24ab-34bc-4f97-b9e3-775e3ad16397,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveFlags
msExchMailboxMoveRemoteHostName,280660f0-c51a-48ab-81fc-b2767fd2eff8,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveRemoteHostName
msExchMailboxMoveRequestGuid,278fdbfc-75f0-4422-b3c5-857df2f39e1b,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveRequestGuid
msExchMailboxMoveSourceArchiveMDBBL,9ae2495c-f760-4850-9b27-8c127b08b8b2,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveSourceArchiveMDBBL
msExchMailboxMoveSourceArchiveMDBLink,27dfb9c7-dcbb-4d87-b964-3b3ad4a89f19,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveSourceArchiveMDBLink
msExchMailboxMoveSourceMDBBL,7133dbde-f4a6-4d27-a3c1-df30bf2514e9,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveSourceMDBBL
msExchMailboxMoveSourceMDBLink,6dc65f1e-5321-4b96-870f-d1167db4a67e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveSourceMDBLink
msExchMailboxMoveSourceUserBL,4c0c2715-1e41-430a-bfaa-b3a026807f03,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveSourceUserBL
msExchMailboxMoveSourceUserLink,6ef64b87-f757-4b30-b3b4-dd103c0f448c,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveSourceUserLink
msExchMailboxMoveStatus,7891fd5c-d12c-49ad-b05a-378928074a41,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveStatus
msExchMailboxMoveStorageMDBBL,e6378541-d4d2-4863-b78f-6a596ee34470,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveStorageMDBBL
msExchMailboxMoveStorageMDBLink,7d73e3bb-f813-46da-a031-219217247185,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveStorageMDBLink
msExchMailboxMoveTargetArchiveMDBBL,64f03144-a9e9-498b-989e-c613bb95a50e,Object/Attributes,https://learn.microsoft.com/en-us/windows/win32/adschema/a-msExchMailboxMoveTargetArchiveMDBBL
